,expt_id,Group,group_id,invRT,Trial,participant_id,response_correct,response_name,response_rt,stimuli_presented,trial_template,trial_duration,PartBlocks,AllBlocks,Pattern,trial_num,PB,Final,Part,Correct
142,VY Test,Disfirst_inverse,,-0.7112375533428165,,DFi1,(based on tag),,1406,"dispref_inverse (2, bidope.wav)",VY Test,322374,,,,,p,,,(based on tag)
143,VY Test,Disfirst_inverse,,-0.9328358208955224,,DFi1,(based on tag),,1072,"dispref_inverse (11, dikeb.wav)",VY Test,323594,,,,,b,,,(based on tag)
144,VY Test,Disfirst_inverse,,-0.6527415143603134,,DFi1,(based on tag),,1532,"dispref_inverse (22, pidope.wav)",VY Test,325274,,,,,p,,,(based on tag)
145,VY Test,Disfirst_inverse,,-0.832639467110741,,DFi1,(based on tag),,1201,"dispref_inverse (10, degope.wav)",VY Test,326623,,,,,p,,,(based on tag)
146,VY Test,Disfirst_inverse,,-0.8019246190858059,,DFi1,(based on tag),,1247,"dispref_inverse (12, dikepe.wav)",VY Test,328083,,,,,p,,,(based on tag)
147,VY Test,Disfirst_inverse,,-1.0245901639344261,,DFi1,(based on tag),,976,"dispref_inverse (25, potib.wav)",VY Test,329213,,,,,b,,,(based on tag)
148,VY Test,Disfirst_inverse,,-0.8517887563884157,,DFi1,(based on tag),,1174,"dispref_inverse (18, gotepe.wav)",VY Test,330533,,,,,p,,,(based on tag)
149,VY Test,Disfirst_inverse,,-0.832639467110741,,DFi1,(based on tag),,1201,"dispref_inverse (9, degob.wav)",VY Test,331902,,,,,b,,,(based on tag)
150,VY Test,Disfirst_inverse,,-0.9891196834817013,,DFi1,(based on tag),,1011,"dispref_inverse (19, gutob.wav)",VY Test,333062,,,,,b,,,(based on tag)
151,VY Test,Disfirst_inverse,,-0.8445945945945946,,DFi1,(based on tag),,1184,"dispref_inverse (32, todupe.wav)",VY Test,334392,,,,,p,,,(based on tag)
152,VY Test,Disfirst_inverse,,-1.0384215991692627,,DFi1,(based on tag),,963,"dispref_inverse (21, pidob.wav)",VY Test,335552,,,,,b,,,(based on tag)
153,VY Test,Disfirst_inverse,,-0.8305647840531561,,DFi1,(based on tag),,1204,"dispref_inverse (20, gutope.wav)",VY Test,336901,,,,,p,,,(based on tag)
154,VY Test,Disfirst_inverse,,-0.1699524133242692,,DFi1,(any response),,5884,Please take a b...,VY Test,341581,,,,,,,,(any response)
155,VY Test,Disfirst_inverse,,-0.6906077348066298,,DFi1,(based on tag),,1448,"dispref_inverse (32, todupe.wav)",VY Test,343260,,,,,p,,,(based on tag)
156,VY Test,Disfirst_inverse,,-1.0427528675703859,,DFi1,(based on tag),,959,"dispref_inverse (15, dokub.wav)",VY Test,344370,,,,,b,,,(based on tag)
157,VY Test,Disfirst_inverse,,-1.0405827263267429,,DFi1,(based on tag),,961,"dispref_inverse (21, pidob.wav)",VY Test,345480,,,,,b,,,(based on tag)
158,VY Test,Disfirst_inverse,,-0.8920606601248885,,DFi1,(based on tag),,1121,"dispref_inverse (25, potib.wav)",VY Test,346750,,,,,b,,,(based on tag)
159,VY Test,Disfirst_inverse,,-0.7627765064836003,,DFi1,(based on tag),,1311,"dispref_inverse (16, dokupe.wav)",VY Test,348209,,,,,p,,,(based on tag)
160,VY Test,Disfirst_inverse,,-0.6157635467980296,,DFi1,(based on tag),,1624,"dispref_inverse (8, bugipe.wav)",VY Test,349979,,,,,p,,,(based on tag)
161,VY Test,Disfirst_inverse,,-0.970873786407767,,DFi1,(based on tag),,1030,"dispref_inverse (31, todub.wav)",VY Test,351159,,,,,b,,,(based on tag)
162,VY Test,Disfirst_inverse,,-0.8904719501335708,,DFi1,(based on tag),,1123,"dispref_inverse (13, dogib.wav)",VY Test,352429,,,,,b,,,(based on tag)
163,VY Test,Disfirst_inverse,,-0.56657223796034,,DFi1,(based on tag),,1765,"dispref_inverse (7, bugib.wav)",VY Test,354348,,,,,b,,,(based on tag)
164,VY Test,Disfirst_inverse,,-0.651890482398957,,DFi1,(based on tag),,1534,"dispref_inverse (12, dikepe.wav)",VY Test,356028,,,,,p,,,(based on tag)
165,VY Test,Disfirst_inverse,,-0.44543429844098,,DFi1,(based on tag),,2245,"dispref_inverse (30, todipe.wav)",VY Test,358427,,,,,p,,,(based on tag)
166,VY Test,Disfirst_inverse,,-0.3380662609871535,,DFi1,(based on tag),,2958,"dispref_inverse (18, gotepe.wav)",VY Test,361537,,,,,p,,,(based on tag)
167,VY Test,Disfirst_inverse,,-0.6309148264984227,,DFi1,(based on tag),,1585,"dispref_inverse (19, gutob.wav)",VY Test,363267,,,,,b,,,(based on tag)
168,VY Test,Disfirst_inverse,,-0.7178750897343862,,DFi1,(based on tag),,1393,"dispref_inverse (29, todib.wav)",VY Test,364806,,,,,b,,,(based on tag)
169,VY Test,Disfirst_inverse,,-0.6309148264984227,,DFi1,(based on tag),,1585,"dispref_inverse (28, tekupe.wav)",VY Test,366536,,,,,p,,,(based on tag)
170,VY Test,Disfirst_inverse,,-0.3453038674033149,,DFi1,(based on tag),,2896,"dispref_inverse (10, degope.wav)",VY Test,369585,,,,,p,,,(based on tag)
171,VY Test,Disfirst_inverse,,-0.6305170239596469,,DFi1,(based on tag),,1586,"dispref_inverse (22, pidope.wav)",VY Test,371325,,,,,p,,,(based on tag)
172,VY Test,Disfirst_inverse,,-0.7980845969672785,,DFi1,(based on tag),,1253,"dispref_inverse (14, dogipe.wav)",VY Test,372755,,,,,p,,,(based on tag)
173,VY Test,Disfirst_inverse,,-0.9285051067780873,,DFi1,(based on tag),,1077,"dispref_inverse (17, goteb.wav)",VY Test,373984,,,,,b,,,(based on tag)
174,VY Test,Disfirst_inverse,,-0.56657223796034,,DFi1,(based on tag),,1765,"dispref_inverse (3, bikub.wav)",VY Test,375904,,,,,b,,,(based on tag)
175,VY Test,Disfirst_inverse,,-0.7230657989877078,,DFi1,(based on tag),,1383,"dispref_inverse (20, gutope.wav)",VY Test,377444,,,,,p,,,(based on tag)
176,VY Test,Disfirst_inverse,,-0.6097560975609756,,DFi1,(based on tag),,1640,"dispref_inverse (23, pigeb.wav)",VY Test,379234,,,,,b,,,(based on tag)
177,VY Test,Disfirst_inverse,,-0.7380073800738007,,DFi1,(based on tag),,1355,"dispref_inverse (2, bidope.wav)",VY Test,380733,,,,,p,,,(based on tag)
178,VY Test,Disfirst_inverse,,-0.7032348804500703,,DFi1,(based on tag),,1422,"dispref_inverse (6, bogepe.wav)",VY Test,382303,,,,,p,,,(based on tag)
